,price_raw,price_next,price_diff,state,alpha,score,market_yield,adjust_yield
2017-09-28,3822.54,3836.5,13.96,mb,1.0,0.0,0.00364536951347,0.0
2017-09-29,3836.5,3882.21,45.71,mb,1.0,0.0,0.011844086475,0.0
2017-10-09,3882.21,3889.86,7.65,mb,1.0,0.0,0.0019685881549,0.0
2017-10-10,3889.86,3902.69,12.83,mb,1.0,0.0,0.00329289169607,0.0
2017-10-11,3902.69,3912.95,10.26,mb,1.0,0.0,0.00262550626532,0.0
2017-10-12,3912.95,3921.0,8.05,mb,1.0,0.0,0.00205515808331,0.0
2017-10-13,3921.0,3913.45,-7.55,mb,1.0,0.0,-0.00192738541627,0.0
2017-10-16,3913.45,3913.07,-0.38,mb,1.0,0.0,-9.71057380031e-05,0.0
2017-10-17,3913.07,3944.16,31.09,mb,1.0,0.0,0.00791377171293,0.0
2017-10-18,3944.16,3931.25,-12.91,mb,1.0,0.0,-0.00327856240224,0.0
2017-10-19,3931.25,3926.85,-4.4,mb,1.0,0.0,-0.00111986369729,0.0
2017-10-20,3926.85,3930.8,3.95,mb,1.0,0.0,0.00100538973681,0.0
2017-10-23,3930.8,3959.4,28.6,mb,1.0,0.0,0.00724953112916,0.0
2017-10-24,3959.4,3976.95,17.55,mb,1.0,0.0,0.00442269522056,0.0
2017-10-25,3976.95,3993.58,16.63,mb,1.0,0.0,0.00417287787171,0.0
2017-10-26,3993.58,4021.97,28.39,mb,1.0,0.0,0.00708376061945,0.0
2017-10-27,4021.97,4009.72,-12.25,mb,1.0,0.0,-0.00305041890285,0.0
2017-10-30,4009.72,4006.72,-3.0,mb,1.0,0.0,-0.000748461945714,0.0
2017-10-31,4006.72,3996.62,-10.1,mb,1.0,0.0,-0.0025239475923,0.0
2017-11-01,3996.62,3997.13,0.51,mb,1.0,0.0,0.000127599687429,0.0
2017-11-02,3997.13,3992.7,-4.43,mb,1.0,0.0,-0.00110890981509,0.0
2017-11-03,3992.7,4020.89,28.19,mb,1.0,0.0,0.00703557738345,0.0
2017-11-06,4020.89,4054.25,33.36,mb,1.0,0.0,0.00826244245541,0.0
2017-11-07,4054.25,4048.01,-6.24,mb,1.0,0.0,-0.0015403112795,0.0
2017-11-08,4048.01,4075.9,27.89,mb,1.0,0.0,0.00686617886495,0.0
2017-11-09,4075.9,4111.91,36.01,mb,1.0,0.0,0.00879605955101,0.0
2017-11-10,4111.91,4128.07,16.16,mb,1.0,0.0,0.00392234464602,0.0
2017-11-13,4128.07,4099.35,-28.72,mb,1.0,0.0,-0.00698156084318,0.0
2017-11-14,4099.35,4073.67,-25.68,mb,1.0,0.0,-0.00628411150558,0.0
2017-11-15,4073.67,4105.01,31.34,mb,1.0,0.0,0.00766386590395,0.0
2017-11-16,4105.01,4120.85,15.84,mb,1.0,0.0,0.00385127380691,0.0
2017-11-17,4120.85,4143.83,22.98,mb,1.0,0.0,0.00556102818776,0.0
2017-11-20,4143.83,4217.7,73.87,mb,1.0,0.0,0.0176694748221,0.0
2017-11-21,4217.7,4227.57,9.87,mb,1.0,0.0,0.00233740413123,0.0
2017-11-22,4227.57,4102.4,-125.17,mb,1.0,0.0,-0.0300551915989,0.0
2017-11-23,4102.4,4104.2,1.8,mb,1.0,0.0,0.000438671320368,0.0
2017-11-24,4104.2,4049.95,-54.25,mb,1.0,0.0,-0.0133063042613,0.0
2017-11-27,4049.95,4055.82,5.87,mb,1.0,0.0,0.00144835124267,0.0
2017-11-28,4055.82,4053.75,-2.07,mb,1.0,0.0,-0.000510507966503,0.0
2017-11-29,4053.75,4006.1,-47.65,mb,1.0,0.0,-0.0118241791512,0.0
2017-11-30,4006.1,3998.14,-7.96,mb,1.0,0.0,-0.00198894651437,0.0
2017-12-01,3998.14,4018.86,20.72,mb,1.0,0.0,0.00516902735051,0.0
2017-12-04,4018.86,4040.17,21.31,mb,1.0,0.0,0.0052884899713,0.0
2017-12-05,4040.17,4015.82,-24.35,mb,1.0,0.0,-0.00604520962786,0.0
2017-12-06,4015.82,3971.06,-44.76,mb,1.0,0.0,-0.0112084990887,0.0
2017-12-07,3971.06,4003.38,32.32,mb,1.0,0.0,0.00810594272922,0.0
2017-12-08,4003.38,4069.5,66.12,mb,1.0,0.0,0.0163811374766,0.0
2017-12-11,4069.5,4016.02,-53.48,mb,1.0,0.0,-0.0132287793283,0.0
2017-12-12,4016.02,4050.09,34.07,ml,1.0,0.0,0.00844774063705,0.0
2017-12-13,4050.09,4026.15,-23.94,ml,1.0,0.0,-0.00592851874607,0.0
2017-12-14,4026.15,3980.86,-45.29,ml,1.0,0.0,-0.0113127079913,0.0
2017-12-15,3980.86,3985.29,4.43,ml,1.0,0.0,0.00111220613638,0.0
2017-12-18,3985.29,4035.33,50.04,ml,1.0,0.0,0.0124780002716,0.0
2017-12-19,4035.33,4030.49,-4.84,ml,1.0,0.0,-0.00120012610768,0.0
2017-12-20,4030.49,4067.85,37.36,ml,1.0,0.0,0.00922664769345,0.0
2017-12-21,4067.85,4054.6,-13.25,ml,1.0,0.0,-0.00326256529818,0.0
2017-12-22,4054.6,4041.54,-13.06,ml,1.0,0.0,-0.00322623159382,0.0
2017-12-25,4041.54,4053.62,12.08,ml,1.0,0.0,0.00298450159518,0.0
2017-12-26,4053.62,3991.21,-62.41,ml,1.0,0.0,-0.0155158659796,0.0
2017-12-27,3991.21,4018.9,27.69,ml,1.0,0.0,0.00691379027243,0.0
2017-12-28,4018.9,4030.85,11.95,mb,1.0,0.0,0.00296903848653,0.0
2017-12-29,4030.85,4087.4,56.55,mb,1.0,0.0,0.0139317992597,0.0
2018-01-02,4087.4,4111.39,23.99,mb,1.0,0.0,0.00585209975266,0.0
2018-01-03,4111.39,4128.81,17.42,mb,1.0,0.0,0.00422805901572,0.0
2018-01-04,4128.81,4138.75,9.94,mb,1.0,0.0,0.00240458001863,0.0
2018-01-05,4138.75,4160.16,21.41,mb,1.0,0.0,0.00515972519269,0.0
2018-01-08,4160.16,4189.3,29.14,mb,1.0,0.0,0.00698012046608,0.0
2018-01-09,4189.3,4207.81,18.51,mb,1.0,0.0,0.00440866678668,0.0
2018-01-10,4207.81,4205.59,-2.22,mb,1.0,0.0,-0.000527729586498,0.0
2018-01-11,4205.59,4225.0,19.41,mb,1.0,0.0,0.00460466807087,0.0
2018-01-12,4225.0,4225.24,0.24,mb,1.0,0.0,5.68031203999e-05,0.0
2018-01-15,4225.24,4258.47,33.23,mb,1.0,0.0,0.00783387691059,0.0
2018-01-16,4258.47,4248.12,-10.35,mb,1.0,0.0,-0.0024334087119,0.0
2018-01-17,4248.12,4271.42,23.3,mb,1.0,0.0,0.00546979252213,0.0
2018-01-18,4271.42,4285.4,13.98,mb,1.0,0.0,0.00326757193414,0.0
2018-01-19,4285.4,4336.6,51.2,mb,1.0,0.0,0.0118767343635,0.0
2018-01-22,4336.6,4382.61,46.01,mb,1.0,0.0,0.0105538063791,0.0
2018-01-23,4382.61,4389.89,7.28,mb,1.0,0.0,0.00165973249842,0.0
2018-01-24,4389.89,4365.08,-24.81,mb,1.0,0.0,-0.00566765309597,0.0
2018-01-25,4365.08,4381.3,16.22,mb,1.0,0.0,0.00370896727426,0.0
2018-01-26,4381.3,4302.02,-79.28,mb,1.0,0.0,-0.0182608041686,0.0
2018-01-29,4302.02,4256.1,-45.92,mb,1.0,0.0,-0.0107314318313,0.0
2018-01-30,4256.1,4275.9,19.8,mb,1.0,0.0,0.00464135854305,0.0
2018-01-31,4275.9,4245.9,-30.0,mb,1.0,0.0,-0.00704079512119,0.0
2018-02-01,4245.9,4271.23,25.33,mb,1.0,0.0,0.00594803054063,0.0
2018-02-02,4271.23,4274.15,2.92,mb,1.0,0.0,0.000683410243582,0.0
2018-02-05,4274.15,4148.89,-125.26,mb,1.0,0.0,-0.0297444236233,0.0
2018-02-06,4148.89,4050.5,-98.39,mb,1.0,0.0,-0.0240004982982,0.0
2018-02-07,4050.5,4012.05,-38.45,ml,1.0,0.0,-0.00953799765421,0.0
2018-02-08,4012.05,3840.65,-171.4,ml,1.0,0.0,-0.0436607095259,0.0
2018-02-09,3840.65,3890.1,49.45,ml,1.0,0.0,0.0127932411325,0.0
2018-02-12,3890.1,3935.63,45.53,ml,1.0,0.0,0.0116361064655,0.0
2018-02-13,3935.63,3966.96,31.33,ml,1.0,0.0,0.00792908758876,0.0
2018-02-14,3966.96,4052.73,85.77,ml,1.0,0.0,0.0213906698116,0.0
2018-02-22,4052.73,4071.09,18.36,ml,1.0,0.0,0.00452004876011,0.0
2018-02-23,4071.09,4118.42,47.33,ml,1.0,0.0,0.011558817796,0.0
2018-02-26,4118.42,4058.98,-59.44,ml,1.0,0.0,-0.0145378841401,0.0
2018-02-27,4058.98,4023.64,-35.34,ml,1.0,0.0,-0.00874474494793,0.0
2018-02-28,4023.64,4049.09,25.45,ml,1.0,0.0,0.00630519893885,0.0
2018-03-01,4049.09,4016.46,-32.63,ml,1.0,0.0,-0.00809124685086,0.0
2018-03-02,4016.46,4018.1,1.64,ml,1.0,0.0,0.000408236424341,0.0
2018-03-05,4018.1,4066.56,48.46,ml,1.0,0.0,0.0119882791319,0.0
2018-03-06,4066.56,4036.65,-29.91,ml,1.0,0.0,-0.00738229314969,0.0
2018-03-07,4036.65,4077.6,40.95,ml,1.0,0.0,0.0100934399745,0.0
2018-03-08,4077.6,4108.87,31.27,ml,1.0,0.0,0.007639471489,0.0
2018-03-09,4108.87,4127.67,18.8,ml,1.0,0.0,0.00456503159059,0.0
2018-03-12,4127.67,4091.25,-36.42,ml,1.0,0.0,-0.00886253629002,0.0
2018-03-13,4091.25,4073.34,-17.91,ml,1.0,0.0,-0.00438724509804,0.0
2018-03-14,4073.34,4096.16,22.82,ml,1.0,0.0,0.00558664773908,0.0
2018-03-15,4096.16,4056.42,-39.74,ml,1.0,0.0,-0.00974913825051,0.0
2018-03-16,4056.42,4074.25,17.83,mb,1.0,0.0,0.00438586945018,0.0
2018-03-19,4074.25,4077.7,3.45,mb,1.0,0.0,0.000846423298959,0.0
2018-03-20,4077.7,4061.05,-16.65,mb,1.0,0.0,-0.00409154310619,0.0
2018-03-21,4061.05,4020.35,-40.7,mb,1.0,0.0,-0.0100725973491,0.0
2018-03-22,4020.35,3904.94,-115.41,mb,1.0,0.0,-0.0291265452608,0.0
2018-03-23,3904.94,3879.89,-25.05,ml,1.0,0.0,-0.006435615539,0.0
2018-03-26,3879.89,3913.27,33.38,ml,1.0,0.0,0.00856653889667,0.0
2018-03-27,3913.27,3842.72,-70.55,ml,1.0,0.0,-0.0181928924312,0.0
2018-03-28,3842.72,3894.05,51.33,ml,1.0,0.0,0.0132692979513,0.0
2018-03-29,3894.05,3898.5,4.45,ml,1.0,0.0,0.00114211663287,0.0
2018-03-30,3898.5,3886.92,-11.58,ml,1.0,0.0,-0.0029747935345,0.0
2018-04-02,3886.92,3862.48,-24.44,ml,1.0,0.0,-0.00630760601609,0.0
2018-04-03,3862.48,3854.86,-7.62,ml,1.0,0.0,-0.00197477433321,0.0
2018-04-04,3854.86,3852.93,-1.93,ml,1.0,0.0,-0.000500792066296,0.0
2018-04-09,3852.93,3927.17,74.24,ml,1.0,0.0,0.0190851668848,0.0
2018-04-10,3927.17,3938.34,11.17,ml,1.0,0.0,0.00284025003059,0.0
2018-04-11,3938.34,3898.64,-39.7,ml,1.0,0.0,-0.0101315403621,0.0
2018-04-12,3898.64,3871.14,-27.5,ml,1.0,0.0,-0.00707873706384,0.0
2018-04-13,3871.14,3808.86,-62.28,ml,1.0,0.0,-0.0162191055396,0.0
2018-04-16,3808.86,3748.64,-60.22,ml,1.0,0.0,-0.015936824231,0.0
2018-04-17,3748.64,3766.28,17.64,ml,1.0,0.0,0.00469466937736,0.0
2018-04-18,3766.28,3811.84,45.56,ml,1.0,0.0,0.0120242352798,0.0
2018-04-19,3811.84,3760.85,-50.99,ml,1.0,0.0,-0.0134670165103,0.0
2018-04-20,3760.85,3766.33,5.48,ml,1.0,0.0,0.00145605684152,0.0
2018-04-23,3766.33,3843.49,77.16,ml,1.0,0.0,0.0202797554839,0.0
2018-04-24,3843.49,3828.7,-14.79,ml,1.0,0.0,-0.00385548802124,0.0
2018-04-25,3828.7,3755.49,-73.21,ml,1.0,0.0,-0.0193065506081,0.0
2018-04-26,3755.49,3756.88,1.39,ml,1.0,0.0,0.000370056324665,0.0
2018-04-27,3756.88,3763.65,6.77,ml,1.0,0.0,0.00180040551097,0.0
2018-05-02,3763.65,3793.0,29.35,ml,1.0,0.0,0.00776803149202,0.0
2018-05-03,3793.0,3774.6,-18.4,ml,1.0,0.0,-0.00486284588486,0.0
2018-05-04,3774.6,3834.19,59.59,ml,1.0,0.0,0.0156637831725,0.0
2018-05-07,3834.19,3878.68,44.49,ml,1.0,0.0,0.0115366895719,0.0
2018-05-08,3878.68,3871.62,-7.06,ml,1.0,0.0,-0.00182186546399,0.0
2018-05-09,3871.62,3893.06,21.44,ml,1.0,0.0,0.00552245668563,0.0
2018-05-10,3893.06,3872.84,-20.22,ml,1.0,0.0,-0.00520739275345,0.0
2018-05-11,3872.84,3909.29,36.45,ml,1.0,0.0,0.0093676837963,0.0
2018-05-14,3909.29,3924.1,14.81,ml,1.0,0.0,0.00378125374735,0.0
2018-05-15,3924.1,3892.84,-31.26,ml,1.0,0.0,-0.00799805720368,0.0
2018-05-16,3892.84,3864.05,-28.79,mb,1.0,0.0,-0.00742311214938,0.0
2018-05-17,3864.05,3903.06,39.01,mb,1.0,0.0,0.0100450046453,0.0
2018-05-18,3903.06,3921.24,18.18,mb,1.0,0.0,0.00464706944182,0.0
2018-05-21,3921.24,3906.21,-15.03,mb,1.0,0.0,-0.00384033586215,0.0
2018-05-22,3906.21,3854.58,-51.63,mb,1.0,0.0,-0.0133055427866,0.0
2018-05-23,3854.58,3827.22,-27.36,mb,1.0,0.0,-0.00712336059056,0.0
2018-05-24,3827.22,3816.5,-10.72,mb,1.0,0.0,-0.00280491881659,0.0
2018-05-25,3816.5,3833.26,16.76,mb,1.0,0.0,0.00438184382694,0.0
2018-05-28,3833.26,3804.01,-29.25,mb,1.0,0.0,-0.00765984259186,0.0
2018-05-29,3804.01,3723.37,-80.64,mb,1.0,0.0,-0.0214266013203,0.0
2018-05-30,3723.37,3802.38,79.01,mb,1.0,0.0,0.0209980142968,0.0
2018-05-31,3802.38,3770.59,-31.79,mb,1.0,0.0,-0.00839569857892,0.0
2018-06-01,3770.59,3807.58,36.99,mb,1.0,0.0,0.00976232883961,0.0
2018-06-04,3807.58,3845.32,37.74,mb,1.0,0.0,0.00986300773346,0.0
2018-06-05,3845.32,3837.35,-7.97,mb,1.0,0.0,-0.00207480026061,0.0
2018-06-06,3837.35,3831.01,-6.34,mb,1.0,0.0,-0.00165354820185,0.0
2018-06-07,3831.01,3779.62,-51.39,mb,1.0,0.0,-0.013505000522,0.0
2018-06-08,3779.62,3779.98,0.36,ml,1.0,0.0,9.52431346295e-05,0.0
2018-06-11,3779.98,3825.95,45.97,ml,1.0,0.0,0.0120880838416,0.0
2018-06-12,3825.95,3788.34,-37.61,ml,1.0,0.0,-0.00987887403016,0.0
2018-06-13,3788.34,3773.37,-14.97,ml,1.0,0.0,-0.00395942704947,0.0
2018-06-14,3773.37,3753.43,-19.94,ml,1.0,0.0,-0.00529841277787,0.0
2018-06-15,3753.43,3621.12,-132.31,ml,1.0,0.0,-0.0358867183454,0.0
2018-06-19,3621.12,3635.44,14.32,ml,1.0,0.0,0.00394677880115,0.0
2018-06-20,3635.44,3592.97,-42.47,ml,1.0,0.0,-0.0117509905242,0.0
2018-06-21,3592.97,3608.9,15.93,ml,1.0,0.0,0.00442385824233,0.0
2018-06-22,3608.9,3560.48,-48.42,ml,1.0,0.0,-0.0135076495346,0.0
2018-06-25,3560.48,3531.11,-29.37,ml,1.0,0.0,-0.00828309812668,0.0
2018-06-26,3531.11,3459.26,-71.85,ml,1.0,0.0,-0.0205575757458,0.0
2018-06-27,3459.26,3423.53,-35.73,ml,1.0,0.0,-0.0103825108607,0.0
2018-06-28,3423.53,3510.98,87.45,ml,1.0,0.0,0.0252230182848,0.0
2018-06-29,3510.98,3407.96,-103.02,ml,1.0,0.0,-0.0297813289783,0.0
2018-07-02,3407.96,3409.28,1.32,ml,1.0,0.0,0.000387253497455,0.0
2018-07-03,3409.28,3363.75,-45.53,ml,1.0,0.0,-0.0134447022475,0.0
2018-07-04,3363.75,3342.44,-21.31,ml,1.0,0.0,-0.00635534386188,0.0
2018-07-05,3342.44,3365.12,22.68,ml,1.0,0.0,0.00676254448218,0.0
2018-07-06,3365.12,3459.18,94.06,ml,1.0,0.0,0.0275679430831,0.0
2018-07-09,3459.18,3467.52,8.34,ml,1.0,0.0,0.00240807427207,0.0
2018-07-10,3467.52,3407.53,-59.99,ml,1.0,0.0,-0.0174519523761,0.0
2018-07-11,3407.53,3481.06,73.53,ml,1.0,0.0,0.0213491564487,0.0
2018-07-12,3481.06,3492.69,11.63,ml,1.0,0.0,0.00333536785278,0.0
2018-07-13,3492.69,3472.09,-20.6,ml,1.0,0.0,-0.00591549483872,0.0
2018-07-16,3472.09,3449.38,-22.71,ml,1.0,0.0,-0.00656221337259,0.0
2018-07-17,3449.38,3431.32,-18.06,ml,1.0,0.0,-0.00524947795233,0.0
2018-07-18,3431.32,3428.34,-2.98,ml,1.0,0.0,-0.000868847781804,0.0
2018-07-19,3428.34,3492.89,64.55,ml,1.0,0.0,0.0186532947599,0.0
2018-07-20,3492.89,3525.75,32.86,ml,1.0,0.0,0.00936370581592,0.0
2018-07-23,3525.75,3581.71,55.96,ml,1.0,0.0,0.0157471604135,0.0
2018-07-24,3581.71,3577.75,-3.96,ml,1.0,0.0,-0.00110622879486,0.0
2018-07-25,3577.75,3536.25,-41.5,mb,1.0,0.0,-0.0116672675752,0.0
2018-07-26,3536.25,3521.23,-15.02,mb,1.0,0.0,-0.00425648324253,0.0
2018-07-27,3521.23,3515.08,-6.15,mb,1.0,0.0,-0.00174807578577,0.0
2018-07-30,3515.08,3517.66,2.58,mb,1.0,0.0,0.000733711218029,0.0
2018-07-31,3517.66,3447.39,-70.27,mb,1.0,0.0,-0.0201785728262,0.0
2018-08-01,3447.39,3370.96,-76.43,mb,1.0,0.0,-0.0224198527308,0.0
2018-08-02,3370.96,3315.28,-55.68,mb,1.0,0.0,-0.0166554856404,0.0
2018-08-03,3315.28,3273.27,-42.01,mb,1.0,0.0,-0.0127525993837,0.0
2018-08-06,3273.27,3368.87,95.6,ml,1.0,0.0,0.0287878913198,0.0
2018-08-07,3368.87,3314.51,-54.36,ml,1.0,0.0,-0.016267576821,0.0
2018-08-08,3314.51,3397.53,83.02,ml,1.0,0.0,0.0247388972852,0.0
2018-08-09,3397.53,3405.02,7.49,ml,1.0,0.0,0.0022021162731,0.0
2018-08-10,3405.02,3390.34,-14.68,ml,1.0,0.0,-0.00432060195095,0.0
2018-08-13,3390.34,3372.91,-17.43,ml,1.0,0.0,-0.00515433810338,0.0
2018-08-14,3372.91,3291.98,-80.93,ml,1.0,0.0,-0.0242866657828,0.0
2018-08-15,3291.98,3276.73,-15.25,ml,1.0,0.0,-0.00464323357209,0.0
2018-08-16,3276.73,3229.62,-47.11,ml,1.0,0.0,-0.0144814906353,0.0
2018-08-17,3229.62,3267.25,37.63,ml,1.0,0.0,0.0115841692402,0.0
2018-08-20,3267.25,3326.65,59.4,ml,1.0,0.0,0.0180171391277,0.0
2018-08-21,3326.65,3307.95,-18.7,ml,1.0,0.0,-0.00563712944849,0.0
2018-08-22,3307.95,3320.03,12.08,ml,1.0,0.0,0.00364515685797,0.0
2018-08-23,3320.03,3325.33,5.3,ml,1.0,0.0,0.0015950982712,0.0
2018-08-24,3325.33,3406.57,81.24,ml,1.0,0.0,0.0241370026676,0.0
2018-08-27,3406.57,3400.17,-6.4,ml,1.0,0.0,-0.00188048959884,0.0
2018-08-28,3400.17,3386.57,-13.6,ml,1.0,0.0,-0.00400782060439,0.0
2018-08-29,3386.57,3351.09,-35.48,ml,1.0,0.0,-0.0105319437188,0.0
2018-08-30,3351.09,3334.5,-16.59,ml,1.0,0.0,-0.00496292295872,0.0
2018-08-31,3334.5,0.0,0.0,ml,1.0,0.0,0.0,0.0
